date,realized_var,vix_forecast,garch_forecast,intra_forecast,blair_forecast,regime_forecast
2021-03-18,8.021378102140045e-05,8.574936585131094e-05,4.7370174274176926e-05,5.3285818917612015e-05,4.8975546149544776e-05,4.9770805002123466e-05
2021-03-19,4.441184865753554e-05,7.84400443044987e-05,6.988886707250291e-05,8.021378102140045e-05,6.0693019306692506e-05,7.035833755103233e-05
2021-03-22,3.944884223794641e-05,5.606655997140362e-05,6.146109201838793e-05,4.441184865753554e-05,4.554135459947402e-05,5.375986646951469e-05
2021-03-23,5.294789630051998e-05,7.110232004650179e-05,5.695659752984519e-05,3.944884223794641e-05,4.907348192812807e-05,3.643310667267374e-05
2021-03-24,6.610776471076267e-05,8.119631970508287e-05,5.851775360816065e-05,5.294789630051998e-05,5.446457803808413e-05,4.227634708565181e-05
2021-03-25,0.0001041425654852,6.571411664064442e-05,5.645269874371554e-05,6.610776471076267e-05,4.647700673586834e-05,3.3492858621111883e-05
2021-03-26,8.63190837420327e-05,5.5793390439869474e-05,5.271650469576414e-05,0.0001041425654852,3.979310144219782e-05,2.8993197303263562e-05
2021-03-29,3.4190093427136066e-05,7.59417675243163e-05,5.884891398410887e-05,8.63190837420327e-05,5.25467072884307e-05,3.9482302975799626e-05
2021-03-30,1.2900046996998864e-05,6.353466905539276e-05,5.339015486887988e-05,3.4190093427136066e-05,4.3641468307071735e-05,3.3882532076484284e-05
2021-03-31,1.712575158711038e-05,6.125723127564909e-05,5.0365310454390084e-05,1.2900046996998864e-05,4.068691394753838e-05,3.363097856896327e-05
2021-04-01,1.7425656494440183e-05,4.0613722725563903e-05,4.747410254653663e-05,1.712575158711038e-05,2.992521954021635e-05,2.162757235864323e-05
2021-04-05,5.252175078722412e-05,4.6126091070450665e-05,4.991990814251102e-05,1.7425656494440183e-05,3.392585444308365e-05,2.4032337502329676e-05
2021-04-06,7.100296820231984e-06,4.820152665170164e-05,5.424014828794967e-05,5.252175078722412e-05,3.7685000273490224e-05,2.351042009516837e-05
2021-04-07,4.7686224013176134e-06,3.898729287386184e-05,4.9907150335828233e-05,7.100296820231984e-06,3.0882882776931084e-05,1.9405027845250287e-05
2021-04-08,5.279766861123725e-06,3.700950397964956e-05,4.6661483695364685e-05,4.7686224013176134e-06,2.7912316198948707e-05,1.936709274100812e-05
2021-04-09,2.460928898308612e-05,3.4609191441398155e-05,4.482154158508079e-05,5.279766861123725e-06,2.568489085001932e-05,1.853267864005823e-05
2021-04-12,6.087680603573905e-06,3.660042793919963e-05,4.5001818243347595e-05,2.460928898308612e-05,2.668758244528077e-05,1.9741275045989795e-05
2021-04-13,1.1711792148997315e-05,3.418815303231186e-05,4.292433175633334e-05,6.087680603573905e-06,2.430789812391752e-05,1.902317533113617e-05
2021-04-14,2.0024377071637698e-05,3.727225087969537e-05,4.177872753412952e-05,1.1711792148997315e-05,2.4900045943517086e-05,2.1415794529676647e-05
2021-04-15,2.3751026084251424e-05,3.341949949445808e-05,4.243730335376092e-05,2.0024377071637698e-05,2.3705384529329088e-05,1.8661804035729587e-05
2021-04-16,8.721645299982754e-06,3.054249137978841e-05,4.5487936068203087e-05,2.3751026084251424e-05,2.4508726069318692e-05,1.555777272636433e-05
2021-04-19,1.9132933790481753e-05,3.995282430808444e-05,4.3705638166796665e-05,8.721645299982754e-06,2.741690605753352e-05,2.2294155236644598e-05
2021-04-20,3.505124555864431e-05,5.346320743573396e-05,4.512285187182487e-05,1.9132933790481753e-05,3.4195090662581955e-05,3.0027402018999947e-05
2021-04-21,4.959138468101243e-05,4.185249008922688e-05,4.825302854448888e-05,3.505124555864431e-05,3.128465908779389e-05,2.1240830859150225e-05
2021-04-22,6.53433469673794e-05,5.371635316499825e-05,4.845573910385042e-05,4.959138468101243e-05,3.656470295771858e-05,2.873896638194298e-05
2021-04-23,6.374625632527478e-05,4.022996308987062e-05,5.517659470759314e-05,6.53433469673794e-05,3.521746364810836e-05,4.255136157933423e-05
2021-04-26,2.8775308721642254e-06,4.31749318093385e-05,5.4774932649651764e-05,6.374625632527478e-05,3.6266751226604226e-05,4.390548129306341e-05
2021-04-27,6.043356457969941e-06,4.234748623950764e-05,5.0274089425649286e-05,2.8775308721642254e-06,3.297241740062275e-05,2.10933961562123e-05
2021-04-28,8.007175336358708e-06,3.9644812653814544e-05,4.679643732324899e-05,6.043356457969941e-06,2.9546519734153716e-05,2.0593630036867035e-05
2021-04-29,3.6053848287721224e-05,4.2712208854882885e-05,4.4280906278043025e-05,8.007175336358708e-06,2.9239541251823094e-05,2.360393815055587e-05
2021-04-30,1.1124120126398704e-05,5.2503095322682895e-05,4.399790713466526e-05,3.6053848287721224e-05,3.330357160494124e-05,3.0102928790810694e-05
2021-05-03,9.334723593515304e-06,4.9438582816903865e-05,4.795978472943109e-05,1.1124120126398704e-05,3.461073069230035e-05,2.6294294700934895e-05
2021-05-04,5.3205513696014453e-05,6.136553996316194e-05,4.5296314824137816e-05,9.334723593515304e-06,3.80196298540442e-05,3.5089434137977306e-05
2021-05-05,1.4844786860373954e-05,5.7884069221411416e-05,4.815165640997265e-05,5.3205513696014453e-05,3.842576083414349e-05,3.170616926884087e-05
2021-05-06,6.34398365852096e-05,5.007961958186576e-05,4.518215458110916e-05,1.4844786860373954e-05,3.313936204873013e-05,2.7933071507633072e-05
2021-05-07,2.6836655007529673e-05,3.389428916657918e-05,4.540625442940834e-05,6.34398365852096e-05,2.6361805215232277e-05,1.768994988071174e-05
2021-05-10,4.7344868213954424e-05,6.314954681650075e-05,4.507952676925713e-05,2.6836655007529673e-05,3.8771296039701723e-05,3.6564021244090265e-05
2021-05-11,5.377229352355237e-05,8.766480836605651e-05,5.5275102020985825e-05,4.7344868213954424e-05,5.604106654430586e-05,4.7803591509409524e-05
2021-05-12,0.0001303108245819,0.0001647370924786725,5.90009876955269e-05,5.377229352355237e-05,9.166019204435194e-05,9.54488176789936e-05
2021-05-13,6.86034062748609e-05,0.00010329979236012555,0.00010609648908460541,0.0001303108245819,9.61707545916104e-05,0.00010498444467963141
2021-05-14,5.987107842621687e-05,5.40861031258382e-05,9.339521015868845e-05,6.86034062748609e-05,6.665324762775934e-05,7.205707850163348e-05
2021-05-17,1.783000295846622e-05,6.358720941384855e-05,8.657378970785674e-05,5.987107842621687e-05,6.629477485630882e-05,7.302351631351769e-05
2021-05-18,3.905630128226549e-05,8.157081879304693e-05,7.431181626407879e-05,1.783000295846622e-05,6.600764100364528e-05,7.499068296997334e-05
2021-05-19,6.649065174606224e-05,9.143345207712132e-05,7.272803312806397e-05,3.905630128226549e-05,6.923708621459261e-05,4.2691631013688345e-05
2021-05-20,5.4176372600992585e-05,7.38313738594205e-05,6.435638051905305e-05,6.649065174606224e-05,5.617729007928923e-05,3.530991544787044e-05
2021-05-21,2.839263604660272e-05,6.802687882240812e-05,6.110964838801395e-05,5.4176372600992585e-05,5.157174621547189e-05,3.317925557701769e-05
2021-05-24,3.182974815487276e-05,4.9637845084708544e-05,5.4781130697228576e-05,2.839263604660272e-05,3.952196075607034e-05,2.405529354259441e-05
2021-05-25,1.9541325903646102e-05,5.403955193344781e-05,5.350248494728361e-05,3.182974815487276e-05,4.0611779728057255e-05,2.749780244139721e-05
2021-05-26,7.019968206080426e-06,3.9438060643728636e-05,4.955190645480496e-05,1.9541325903646102e-05,3.174935797284196e-05,1.9932943158352472e-05
2021-05-27,4.962704480360582e-06,3.364306418944903e-05,4.621068238946895e-05,7.019968206080426e-06,2.7082312230257527e-05,1.7624669717150852e-05
2021-05-28,4.449291412013228e-06,3.377100666115998e-05,4.362690340270193e-05,4.962704480360582e-06,2.546896980083109e-05,1.871079854481546e-05
2021-06-01,2.708036425087072e-05,4.4446393572219195e-05,4.165879318171615e-05,4.449291412013228e-06,2.881042230116363e-05,2.6351509605761807e-05
2021-06-02,7.431438590552986e-06,4.031436301149006e-05,4.022313214695959e-05,2.708036425087072e-05,2.6141896640471217e-05,2.4386410030516254e-05
2021-06-03,2.7360293820651768e-05,4.566908262418001e-05,3.9161051696461314e-05,7.431438590552986e-06,2.7778529928603878e-05,2.8212395343711297e-05
2021-06-04,1.5207494369744173e-05,3.0457615221139807e-05,3.9780372904673444e-05,2.7360293820651768e-05,2.165589066398534e-05,1.805555665958138e-05
2021-06-07,5.623978822639754e-06,3.0410091030136935e-05,4.147324497184411e-05,1.5207494369744173e-05,2.2780720030728978e-05,1.7258475845589927e-05
2021-06-08,1.6235234493848892e-05,3.6270749429815816e-05,4.0053886764543764e-05,5.623978822639754e-06,2.440861844985981e-05,2.155711371949525e-05
2021-06-09,6.7938672249011134e-06,4.401907000466147e-05,3.893151154812867e-05,1.6235234493848892e-05,2.7045132456475637e-05,2.703213521722129e-05
2021-06-10,1.7382378247967138e-05,2.741339132718155e-05,3.843748040852692e-05,6.7938672249011134e-06,1.9587024604925377e-05,1.645811772410965e-05
2021-06-11,5.218933834268421e-06,2.3490633380508957e-05,3.8463381067469965e-05,1.7382378247967138e-05,1.794834143553925e-05,1.393314943085947e-05
2021-06-14,9.270030441111313e-06,2.9894070658079558e-05,3.7827502130383235e-05,5.218933834268421e-06,2.0323986515984163e-05,1.832101063600871e-05
2021-06-15,7.072571038232473e-06,3.5575171035384475e-05,3.7329309768727224e-05,9.270030441111313e-06,2.247719585425598e-05,2.216069212852528e-05
2021-06-16,4.933792518539092e-05,4.632802989302043e-05,3.727556691278715e-05,7.072571038232473e-06,2.7109344704395294e-05,2.901551252578686e-05
2021-06-17,2.6673365121948447e-05,4.2394357912107105e-05,4.008066973385384e-05,4.933792518539092e-05,2.7288905068565704e-05,2.533476195425846e-05
2021-06-18,3.358501934587022e-05,7.31945845374757e-05,3.8920095130687345e-05,2.6673365121948447e-05,3.9847066166733056e-05,4.57089611782928e-05
2021-06-21,5.709468912386446e-05,4.362080383369129e-05,5.7366563630400564e-05,3.358501934587022e-05,3.920521164615369e-05,4.612397292697313e-05
2021-06-22,2.9894423480935857e-05,3.196655323502812e-05,5.86041611617955e-05,5.709468912386446e-05,3.5066923078817125e-05,4.0939526010113154e-05
2021-06-23,4.597329187890281e-06,2.88927039393152e-05,5.359434128645691e-05,2.9894423480935857e-05,3.0490827113856437e-05,3.6422116587311655e-05
2021-06-24,4.0617079609259464e-06,2.577117028538831e-05,4.9023896046094516e-05,4.597329187890281e-06,2.6171811594572188e-05,3.2084989173959505e-05
2021-06-25,4.409251079118765e-06,2.271323069843591e-05,4.658246507899383e-05,4.0617079609259464e-06,2.327921517115581e-05,2.906608165338549e-05
2021-06-28,5.999761113586198e-06,2.3867849130824153e-05,4.39411943945764e-05,4.409251079118765e-06,2.2073092329534684e-05,2.808157123012454e-05
2021-06-29,3.554792076439676e-06,2.607314589521409e-05,4.1789246427243394e-05,5.999761113586198e-06,2.1644124850829048e-05,1.4122279741961171e-05
2021-06-30,4.093544756400844e-06,2.4381548661647567e-05,4.0006413241129334e-05,3.554792076439676e-06,1.9772808458013036e-05,1.3798460051939114e-05
2021-07-01,7.709811285096608e-06,2.1340948360118404e-05,3.87422240319694e-05,4.093544756400844e-06,1.766644186396116e-05,1.2359642933711446e-05
2021-07-02,1.5908410111561346e-05,1.788872941254027e-05,3.869252582308318e-05,7.709811285096608e-06,1.6176074462235598e-05,1.0084693243092733e-05
2021-07-06,3.399496805322358e-05,2.9619642224853175e-05,3.966014151616957e-05,1.5908410111561346e-05,2.190700918096928e-05,1.7247116832891e-05
2021-07-07,1.9665601770236376e-05,2.7447419676657646e-05,3.891735838099357e-05,3.399496805322358e-05,2.0530113265091267e-05,1.6236004613194475e-05
2021-07-08,3.345354091104721e-05,5.426718819922238e-05,3.825924219362345e-05,1.9665601770236376e-05,3.1700570622709e-05,3.383829668589444e-05
2021-07-09,3.396924506271691e-05,2.7188476296508403e-05,4.606674349006299e-05,3.345354091104721e-05,2.5158402601476705e-05,3.1151285657593426e-05
2021-07-12,9.665877615956878e-06,2.7079359001198262e-05,4.7518542343839585e-05,3.396924506271691e-05,2.6100577995288937e-05,3.212565921809391e-05
2021-07-13,1.2179274205390791e-05,3.564995444159938e-05,4.455340039447818e-05,9.665877615956878e-06,2.7885945106676766e-05,1.9025417340785657e-05
2021-07-14,1.8459287718297908e-05,2.839485595643474e-05,4.340777160543249e-05,1.2179274205390791e-05,2.4036361628173195e-05,1.4840674946280408e-05
2021-07-15,1.525282537575158e-05,3.4536594044808464e-05,4.115591631028511e-05,1.8459287718297908e-05,2.5245121121767434e-05,1.9915257623276775e-05
2021-07-16,5.268609031211446e-05,4.8409783222003716e-05,4.069387209248071e-05,1.525282537575158e-05,3.095588134256684e-05,2.9034728849879627e-05
2021-07-19,7.938459382498568e-05,9.36048095378366e-05,4.587021594054242e-05,5.268609031211446e-05,5.386015349304097e-05,5.588051643952975e-05
2021-07-20,0.0001091438354149,6.164481455257926e-05,7.300858939455968e-05,7.938459382498568e-05,5.785797478679554e-05,6.484007173075099e-05
2021-07-21,1.559140065500335e-05,4.2990986534151395e-05,7.087063813489351e-05,0.0001091438354149,4.846275756090416e-05,5.4089743328458814e-05
2021-07-22,7.445974399462174e-06,4.080243501365122e-05,6.360657025408306e-05,1.559140065500335e-05,4.278550195419161e-05,4.869191410456535e-05
2021-07-23,2.1528665388855937e-05,3.608138932787226e-05,5.6030117603787925e-05,7.445974399462174e-06,3.5813195740476254e-05,4.175386723788704e-05
2021-07-26,5.527260696791946e-06,3.963950926783756e-05,5.3897193298345635e-05,2.1528665388855937e-05,3.598303428873538e-05,4.245938653876725e-05
2021-07-27,3.594606196676947e-05,5.7520873191595796e-05,4.901648147037901e-05,5.527260696791946e-06,4.052789406476869e-05,3.133944135953069e-05
2021-07-28,1.508172351985674e-05,4.6684516267399195e-05,4.787868825407474e-05,3.594606196676947e-05,3.513497859228184e-05,2.4926820214135158e-05
2021-07-29,1.2866706364179628e-05,4.063602373961895e-05,4.435447650742123e-05,1.508172351985674e-05,3.0246424457741563e-05,2.266962760311074e-05
2021-07-30,9.51139523407019e-06,4.5861263125804565e-05,4.235768416631794e-05,1.2866706364179628e-05,3.122989138142338e-05,2.690691694929723e-05
2021-08-02,2.597608172080456e-05,5.835417105754231e-05,4.3775176950836674e-05,9.51139523407019e-06,3.7570028693522596e-05,3.42407927054356e-05
2021-08-03,4.809421401720176e-05,4.376467039765742e-05,4.172989175730559e-05,2.597608172080456e-05,2.9962280089149057e-05,2.576910186789293e-05
2021-08-04,4.7159192973584966e-06,4.309660642143258e-05,4.214043199651209e-05,4.809421401720176e-05,2.995810984570609e-05,2.5276540383841176e-05
2021-08-05,8.066697713317965e-06,3.640119970790371e-05,4.265768673970605e-05,4.7159192973584966e-06,2.7426991267300836e-05,2.064651706645874e-05
2021-08-06,2.5317122719356305e-06,2.6048372656691928e-05,4.168388316659149e-05,8.066697713317965e-06,2.2342498845045987e-05,1.4247380360751626e-05
2021-08-09,3.9406922462053736e-06,3.112016011745811e-05,3.981715299694552e-05,2.5317122719356305e-06,2.3335392979238102e-05,1.830575179067889e-05
2021-08-10,4.220547576064144e-06,3.167234013284356e-05,3.844671397411927e-05,3.9406922462053736e-06,2.2719841260966437e-05,1.9248413300585443e-05
2021-08-11,3.0974158214835553e-06,2.6047105679766875e-05,3.735770880261787e-05,4.220547576064144e-06,1.9602533778652378e-05,1.6040379156746753e-05
2021-08-12,1.2139380156038188e-05,2.098097220302289e-05,3.6566578140261896e-05,3.0974158214835553e-06,1.691954841476699e-05,1.3136549188801807e-05
2021-08-13,1.0315213717646576e-06,1.9739674891724176e-05,3.651816363756796e-05,1.2139380156038188e-05,1.6392169259583e-05,1.2368280002896683e-05
2021-08-16,3.292041054292701e-05,2.5486943266015938e-05,3.595656832125059e-05,1.0315213717646576e-06,1.8528796578353185e-05,1.6285810151696567e-05
2021-08-17,3.5889946276639235e-05,4.2115173281289754e-05,3.572834214104839e-05,3.292041054292701e-05,2.5593661699221654e-05,2.7218202326615256e-05
2021-08-18,5.925673959516583e-05,8.156176431982321e-05,4.131340177923804e-05,3.5889946276639235e-05,4.629569483914555e-05,5.0204658027035505e-05
2021-08-19,4.837939781716399e-05,8.270409151916594e-05,5.336802145585489e-05,5.925673959516583e-05,5.4673611696292316e-05,4.549250470048726e-05
2021-08-20,2.5966117469046932e-05,4.844947863192234e-05,4.8312024542525416e-05,4.837939781716399e-05,3.661441855315923e-05,2.565757517334673e-05
2021-08-23,2.82915176754879e-05,3.463629059797537e-05,4.6773533774936504e-05,2.5966117469046932e-05,2.9676987964655512e-05,3.591574875557833e-05
2021-08-24,1.9859880238704458e-06,3.525894917906937e-05,4.5857955536743966e-05,2.82915176754879e-05,2.9379790852657994e-05,1.829857374554424e-05
2021-08-25,4.600973284878719e-06,3.120246117834839e-05,4.259141844518329e-05,1.9859880238704458e-06,2.5519832051618716e-05,1.709519994766997e-05
2021-08-26,1.2998818580024218e-05,5.1090758248539464e-05,4.037052401964956e-05,4.600973284878719e-06,3.2693057337684405e-05,3.099677048502623e-05
2021-08-27,2.7488129020404012e-05,2.7436612623464805e-05,4.274087861782859e-05,1.2998818580024218e-05,2.404750700293888e-05,1.4557113537545669e-05
2021-08-30,9.808430010931576e-06,2.5639114106254305e-05,4.297037826107833e-05,2.7488129020404012e-05,2.345002341023738e-05,2.9097050431251785e-05
2021-08-31,4.2840912381663945e-06,2.820101107964854e-05,4.108694442955269e-05,9.808430010931576e-06,2.3348882353222206e-05,1.58816232876258e-05
2021-09-01,4.002873405635503e-06,2.4845568860750365e-05,3.928072626326666e-05,4.2840912381663945e-06,2.0750660789080256e-05,1.4537672457256455e-05
2021-09-02,7.8735790744639e-06,2.746914082891386e-05,3.773378047744694e-05,4.002873405635503e-06,2.0899980197663644e-05,1.6889079183021234e-05
2021-09-03,7.132190087849184e-06,2.7425826341179337e-05,3.687574536420774e-05,7.8735790744639e-06,2.034807704919452e-05,1.7240504752827725e-05
2021-09-07,8.825722646192787e-06,4.3730753033039275e-05,3.5974105411332466e-05,7.132190087849184e-06,2.682913162455926e-05,2.815121839879851e-05
2021-09-08,1.3756504875174093e-05,4.1892671793414915e-05,3.6704913212465296e-05,8.825722646192787e-06,2.6536027479711687e-05,2.6567741337555588e-05
2021-09-09,2.5365964186350083e-05,5.0286290940830644e-05,3.603452632695932e-05,1.3756504875174093e-05,2.9750488566910935e-05,3.226845739992374e-05
2021-09-10,7.061147632463165e-05,7.362480385944465e-05,3.7940317218272205e-05,2.5365964186350083e-05,4.109573657723426e-05,4.64776586377864e-05
2021-09-13,4.0380732686652536e-05,5.615801993326693e-05,4.4116912819753164e-05,7.061147632463165e-05,3.7605009169412825e-05,3.246444428603645e-05
2021-09-14,4.5719358049465294e-05,5.707125825895397e-05,4.1425942803063386e-05,4.0380732686652536e-05,3.627253698290277e-05,3.4140850772997274e-05
2021-09-15,4.260168105361085e-05,4.3845641180919046e-05,4.334621778380797e-05,4.5719358049465294e-05,3.184076477244216e-05,2.460012995153109e-05
2021-09-16,3.202297157128893e-05,4.895750778935756e-05,4.3148885640214846e-05,4.260168105361085e-05,3.395242630907749e-05,2.8080250568610337e-05
2021-09-17,3.4884418224663445e-05,7.184101369039446e-05,4.0825025408567885e-05,3.202297157128893e-05,4.2341327943878264e-05,4.425027391947813e-05
2021-09-20,0.0001791388413189,0.00013418378224583016,4.904953298523721e-05,3.4884418224663445e-05,7.463080264291075e-05,8.093007017115675e-05
2021-09-21,4.153484154670298e-05,0.0001157007925489254,8.074968414759823e-05,0.0001791388413189,8.734315528018226e-05,9.781611233505987e-05
2021-09-22,4.548039584113648e-05,7.23668636194242e-05,6.798861782601328e-05,4.153484154670298e-05,6.031905478979897e-05,6.797397152550034e-05
2021-09-23,6.304694339523015e-05,4.807744555971795e-05,6.172549019105452e-05,4.548039584113648e-05,4.576637546020293e-05,5.1828063771941984e-05
2021-09-24,1.9684171052999374e-05,3.929619793536473e-05,5.933443648906937e-05,6.304694339523015e-05,4.044794772425724e-05,4.5958309773760126e-05
2021-09-27,8.128353712237842e-06,4.934736556576837e-05,5.233635446702981e-05,1.9684171052999374e-05,4.0260322797443056e-05,4.702086682859872e-05
2021-09-28,0.0001006340663807,0.00010095091317346558,4.813040140263687e-05,8.128353712237842e-06,5.985262287654356e-05,6.0190937838744826e-05
2021-09-29,1.7554894618082714e-05,9.226721566251031e-05,9.673142697162482e-05,0.0001006340663807,8.774745774214174e-05,9.505091099048501e-05
2021-09-30,0.0001112849109377,9.943296273188268e-05,7.935627783935339e-05,1.7554894618082714e-05,7.955464656383997e-05,8.839608720110952e-05
2021-10-01,0.0001443884704231,7.468677073138283e-05,8.461529848775791e-05,0.0001112849109377,7.229489322772739e-05,7.872156501861903e-05
2021-10-04,0.0001134601308815,9.719381581859543e-05,7.519538990503738e-05,0.0001443884704231,7.592719846502007e-05,8.480932158472884e-05
2021-10-05,6.748767587848199e-05,7.704909255263824e-05,8.503225124510528e-05,0.0001134601308815,7.364409034846394e-05,8.038129621546862e-05
2021-10-06,0.000108542440546,7.353655308390513e-05,7.470122179778584e-05,6.748767587848199e-05,6.542510022752327e-05,7.249920128589285e-05
2021-10-07,3.97105602740736e-05,5.732120033636763e-05,6.407693046455664e-05,0.000108542440546,5.153446117928532e-05,5.806478919564023e-05
2021-10-08,1.2405613108584336e-05,4.919391617727068e-05,5.80964581915516e-05,3.97105602740736e-05,4.4153337117591535e-05,5.0374389873278324e-05
2021-10-11,5.725851826530891e-05,6.220863981863207e-05,5.18178427623166e-05,1.2405613108584336e-05,4.5710120037180893e-05,3.3657395244702134e-05
2021-10-12,2.042687761024216e-05,6.0530662806080045e-05,5.2757595112026366e-05,5.725851826530891e-05,4.562556870403771e-05,3.227836850190872e-05
2021-10-13,3.513944235124092e-05,4.7690498171049814e-05,4.822622829670536e-05,2.042687761024216e-05,3.71522388482059e-05,2.6064463592143887e-05
2021-10-14,5.197966511457856e-05,3.031670460956371e-05,4.454954370835796e-05,3.513944235124092e-05,2.7282596097221264e-05,3.2775288914842866e-05
2021-10-15,1.433645762601481e-05,2.5228028825640866e-05,5.149940946171609e-05,5.197966511457856e-05,2.9640288195870625e-05,3.435433271249543e-05
2021-10-18,3.078561605407956e-05,2.525349561007354e-05,4.847773787658055e-05,1.433645762601481e-05,2.772063636886641e-05,3.259232147257623e-05
2021-10-19,1.0212264363623872e-05,1.9883805356290855e-05,4.478496176780347e-05,3.078561605407956e-05,2.302727747070022e-05,2.7747097062654095e-05
2021-10-20,4.762253768240148e-06,1.802954713285514e-05,4.3563341519168634e-05,1.0212264363623872e-05,2.146633066765393e-05,2.6084836171320362e-05
2021-10-21,1.0550202622033078e-05,1.3965585035395716e-05,4.124392106414023e-05,4.762253768240148e-06,1.8229206114865296e-05,2.272430192811413e-05
2021-10-22,2.224644552449923e-05,1.7443683480781936e-05,3.9407330135614285e-05,1.0550202622033078e-05,1.8565597946956952e-05,2.3426851226017244e-05
2021-10-25,2.1612992451159857e-05,1.5813569206007865e-05,3.816920727007229e-05,2.224644552449923e-05,1.709294700502319e-05,1.0111531099911923e-05
2021-10-26,1.4796697919979428e-05,2.2121223031696837e-05,3.77326695118669e-05,2.1612992451159857e-05,1.9571613635674577e-05,1.455460712160641e-05
2021-10-27,1.871937094711224e-05,3.112234806002921e-05,3.6758616109971346e-05,1.4796697919979428e-05,2.2859040207171847e-05,2.0863217724912518e-05
2021-10-28,2.0713765301105616e-05,2.6935788169484104e-05,3.918723934312858e-05,1.871937094711224e-05,2.2661500483836227e-05,1.7050174529394545e-05
2021-10-29,2.8093457635635628e-05,2.446147639035924e-05,4.0900816343383684e-05,2.0713765301105616e-05,2.2740745823635367e-05,1.467221427988784e-05
2021-11-01,1.085663164305149e-05,2.577766712581853e-05,3.9051224905212275e-05,2.8093457635635628e-05,2.2140391775307144e-05,1.6503526368437668e-05
2021-11-02,8.023210284309623e-06,2.2326539185365124e-05,3.7669989203827454e-05,1.085663164305149e-05,1.9789015099455933e-05,1.4918271100678861e-05
2021-11-03,2.9902973247269345e-05,1.4336484277661366e-05,3.700437715983601e-05,8.023210284309623e-06,1.5931999118855683e-05,1.004280431214208e-05
2021-11-04,6.881056834984206e-06,1.7181023839670052e-05,3.7485551643776385e-05,2.9902973247269345e-05,1.7507758521371087e-05,1.176511748712381e-05
2021-11-05,2.257162819898606e-05,2.626482784317932e-05,3.698656597884126e-05,6.881056834984206e-06,2.1129799244734215e-05,1.7841813246337867e-05
2021-11-08,6.867982292019469e-06,3.3096577967307175e-05,3.6519136385187487e-05,2.257162819898606e-05,2.379877529524322e-05,2.2496658389336884e-05
2021-11-09,2.3258519899304417e-05,3.8423588500399896e-05,3.571349503180265e-05,6.867982292019469e-06,2.560068719546129e-05,2.613399996533167e-05
2021-11-10,4.845992889256171e-05,4.7922598373105866e-05,3.667354207684884e-05,2.3258519899304417e-05,3.034588662511134e-05,3.185546402456537e-05
2021-11-11,4.3870012003237654e-06,3.71994209858472e-05,4.447583704610107e-05,4.845992889256171e-05,3.0816443473056954e-05,2.090759836043244e-05
2021-11-12,2.3509498415227244e-05,2.434308118043351e-05,4.141090277092918e-05,4.3870012003237654e-06,2.3304079517814682e-05,1.3995060236156446e-05
2021-11-15,9.911290557209336e-06,2.6115820615683082e-05,4.094575639701754e-05,2.3509498415227244e-05,2.3796528918241342e-05,1.539850479340543e-05
2021-11-16,2.0636709333189314e-05,2.4984777037852024e-05,3.884329154063986e-05,9.911290557209336e-06,2.1968689547892778e-05,1.57125621109845e-05
2021-11-17,4.782983662568241e-06,3.176216142301504e-05,3.783256065708119e-05,2.0636709333189314e-05,2.426581650764244e-05,2.0641424299028398e-05
2021-11-18,2.126741767483189e-05,3.625752691100163e-05,3.7433094031269735e-05,4.782983662568241e-06,2.5982724348506292e-05,2.3754993594247866e-05
2021-11-19,9.016773985346364e-06,3.9332972239267395e-05,3.668087256433809e-05,2.126741767483189e-05,2.6849841311351155e-05,2.5940536949370494e-05
2021-11-22,6.173639976892065e-05,5.210506702920353e-05,3.597906792286509e-05,9.016773985346364e-06,3.1937034838593974e-05,3.468038786393194e-05
2021-11-23,3.602129313220237e-05,5.4211180532402856e-05,3.66575121512095e-05,6.173639976892065e-05,3.335771302226532e-05,3.587516609509873e-05
2021-11-24,3.040221753620781e-05,4.578137073038114e-05,3.5855950797770765e-05,3.602129313220237e-05,2.9238147345258706e-05,3.078999226731733e-05
