date,realized_var,vix_forecast,garch_forecast,intra_forecast,blair_forecast,regime_forecast
2022-02-24,0.0006617755716509,0.00020163928746533548,0.0001166368273466674,0.0002833609670584,0.00015271603349491475,0.00011270512237624764
2022-02-25,0.0001861722356809,0.00015865623475367423,0.00010389930155527282,0.0006617755716509,0.00012530033295318,0.00013420820068622718
2022-02-28,0.0001034972883605,0.00019951597739410761,0.00010162091319954239,0.0001861722356809,0.00014271069181130865,0.00012016782817923171
2022-03-01,0.0001883041626115,0.000254891968968175,8.647924183758873e-05,0.0001034972883605,0.00015872896106504028,0.00015459132442888912
2022-03-02,0.0001180690928555,0.00020914823878531388,9.946457553609552e-05,0.0001883041626115,0.0001458564269379447,0.00012632485601324307
2022-03-03,9.531342689983073e-05,0.00020457075172186426,9.40429840527e-05,0.0001180690928555,0.0001403605740411317,0.00012421124044123495
2022-03-04,6.329073171854802e-05,0.00023023217636846606,8.30622765236509e-05,9.531342689983073e-05,0.00014527839487215967,0.0001407792608236107
2022-03-07,0.0003208924166002,0.00031423621840764664,7.845300609937966e-05,6.329073171854802e-05,0.00018083065554138988,0.00019091143377678336
2022-03-08,0.0002875312486853,0.0002882218223500833,0.0001604370102220387,0.0003208924166002,0.00022072378783640325,0.00023495278678383044
2022-03-09,0.0001156406645489,0.0002382637605125141,0.00013558172429545162,0.0002875312486853,0.00018220823225325534,0.00013857410493136753
2022-03-10,6.864482056573876e-05,0.0001997432897977133,0.00012980064075714522,0.0001156406645489,0.00016067101716099697,0.00017136857333009833
2022-03-11,0.0001639544491184,0.0002082779692921609,0.00010892557742490562,6.864482056573876e-05,0.00015158528127116717,0.00012440137668734872
2022-03-14,0.0001503705191175,0.00022570843174634926,0.00010889585191094675,0.0001639544491184,0.00015969031480018176,0.00013554380061840332
2022-03-15,0.0001394097400131,0.00019253730395368194,9.716696620660967e-05,0.0001503705191175,0.00013707906888787573,0.00011731747563971165
2022-03-16,0.0002224113966726,0.00014325321910781108,9.553872180559857e-05,0.0001394097400131,0.00011326037626744871,8.749550736129955e-05
2022-03-17,0.0001118291249222,0.00012870978229831154,9.561597213487153e-05,0.0002224113966726,0.00010668127915690593,0.00011421397876441942
2022-03-18,0.0001030090452508,0.0001041725576531278,8.588917365324988e-05,0.0001118291249222,8.922970098153582e-05,9.583597582180481e-05
2022-03-21,6.003428836361361e-05,9.966994460362988e-05,7.814775704863192e-05,0.0001030090452508,8.23550905650875e-05,6.446738565160745e-05
2022-03-22,4.994231124362113e-05,9.180622635398556e-05,6.849300437440413e-05,6.003428836361361e-05,7.282783808371996e-05,6.110625747816832e-05
2022-03-23,3.683774462656161e-05,9.979126160302911e-05,6.484134862150147e-05,4.994231124362113e-05,7.428183266643575e-05,6.636700511084989e-05
2022-03-24,5.485997875026542e-05,7.583410711702291e-05,7.404365960507126e-05,3.683774462656161e-05,6.901046344868289e-05,7.455554469514929e-05
2022-03-25,3.562991578907374e-05,6.578257042436219e-05,7.158739606066704e-05,5.485997875026542e-05,6.281285645357557e-05,6.784393472215369e-05
2022-03-28,5.861322606328525e-05,5.2432902427391185e-05,6.427733626003268e-05,3.562991578907374e-05,5.215926730884003e-05,5.6767206784169595e-05
2022-03-29,3.845936247687695e-05,4.468207293164038e-05,5.9548279052540955e-05,5.861322606328525e-05,4.563537865443047e-05,4.999863114287468e-05
2022-03-30,3.670486017998409e-05,4.921545235545558e-05,5.882647283039687e-05,3.845936247687695e-05,4.7291994611622444e-05,5.195025951487298e-05
2022-03-31,9.130764012042012e-05,6.273649670973139e-05,5.800060500016519e-05,3.670486017998409e-05,5.3047545247707426e-05,4.5008112388893216e-05
2022-04-01,2.975822623102194e-05,5.250185162997486e-05,7.869612859859985e-05,9.130764012042012e-05,6.118374004311406e-05,6.504121289491581e-05
2022-04-04,3.400523299827541e-05,4.1301756397240195e-05,6.917686383944507e-05,2.975822623102194e-05,5.00775394253553e-05,5.366683501664125e-05
2022-04-05,0.0001093243595489,6.809613425994698e-05,6.358665304660663e-05,3.400523299827541e-05,5.9048475776109924e-05,4.792093126324081e-05
2022-04-06,5.227917784891078e-05,8.082295686580585e-05,7.380585669748594e-05,0.0001093243595489,7.133359117575374e-05,7.69597740953933e-05
2022-04-07,9.000631070545677e-05,7.419288711709288e-05,7.488280692149768e-05,5.227917784891078e-05,6.892985837330836e-05,7.398067474740227e-05
2022-04-08,3.741971001141931e-05,6.962024790238211e-05,6.656090269657302e-05,9.000631070545677e-05,6.163585253042032e-05,4.8744366870526606e-05
2022-04-11,5.740972652153181e-05,0.00010977181634249462,6.0453456780235834e-05,3.741971001141931e-05,7.649820997093732e-05,7.367265100729744e-05
2022-04-12,0.0001480086399203,0.00010823569773351301,8.463284972350826e-05,5.740972652153181e-05,9.084494055787261e-05,9.762906624831466e-05
2022-04-13,6.909019493197898e-05,7.714399550491349e-05,7.460064897046528e-05,0.0001480086399203,7.025728017241691e-05,7.564866777823208e-05
2022-04-14,8.943869140941915e-05,8.789847648834474e-05,6.941445408161183e-05,6.909019493197898e-05,7.203696376411665e-05,5.9533919179235676e-05
2022-04-18,2.995530894601613e-05,8.132809466428378e-05,7.71266991591207e-05,8.943869140941915e-05,7.380551210527186e-05,7.929695570078627e-05
2022-04-19,0.0001187624863415,7.168155545464705e-05,6.766733794716117e-05,2.995530894601613e-05,6.344875711521901e-05,5.0136031574006866e-05
2022-04-20,2.8226139529347657e-05,5.962911653604409e-05,6.806760480642364e-05,0.0001187624863415,5.8134462434353006e-05,6.26165470467626e-05
2022-04-21,0.0003008217849515,8.75040063576186e-05,6.0909589002473154e-05,2.8226139529347657e-05,6.663838658702522e-05,6.068957969501176e-05
2022-04-22,0.0002692514944777,0.00016518807168426305,7.828274374720212e-05,0.0003008217849515,0.00011354396525485858,0.0001057833622302694
2022-04-25,0.0001925823155338,0.00014714255044913832,0.00014932250583213387,0.0002692514944777,0.00014937278771903068,0.00015491065030631806
2022-04-26,0.0002146325141928,0.0002555431229793732,0.00012338737148823026,0.0001925823155338,0.00018378260360648455,0.00015588636911658665
2022-04-27,0.0001236912795253,0.00022099625711388877,0.00018543735569177377,0.0002146325141928,0.00020625257532421346,0.0002144308231860333
2022-04-28,0.0002869152219898,0.00019350948195823894,0.00014979894066375035,0.0001236912795253,0.00017132371221143208,0.0001792184481727835
2022-04-29,0.0004329709757134,0.0002531922486343682,0.00014042481764435676,0.0002869152219898,0.000193360002586549,0.00015374785068383065
2022-05-02,0.0002451201840773,0.00023430241304610105,0.00025437103920211403,0.0004329709757134,0.00025515631127670817,0.0002606485083649441
2022-05-03,5.820850046554784e-05,0.000181788301347695,0.00020279453344578368,0.0002451201840773,0.00019866673142757992,0.0002034609383427063
2022-05-04,0.000508528766397,0.0001238455573555044,0.00016342219588137612,5.820850046554784e-05,0.00014717166372104953,0.0001503455346719915
2022-05-05,0.0005560048862291,0.00021457183016537792,0.00015888664589898868,0.000508528766397,0.00018686025326388446,0.00019542579103498282
2022-05-06,0.0001718831723635,0.00019795035117857693,0.00026384512788912205,0.0005560048862291,0.00024386685641486288,0.000247502233034587
2022-05-09,0.0002487678431714,0.00027976164404685074,0.00021229219913276406,0.0001718831723635,0.0002505310554940624,0.0002612147359066802
2022-05-10,0.0002741751586291,0.00024673492221167256,0.000277664293668042,0.0002487678431714,0.00027527741475452894,0.0002810236044771239
2022-05-11,0.0003279267362505,0.00023898613294345963,0.00021976992950139052,0.0002741751586291,0.00023594319526509252,0.00024386092220096675
2022-05-12,0.0002645111225684,0.00022507306496771828,0.00020398702225674436,0.0003279267362505,0.0002196685435365266,0.00022767065403689576
2022-05-13,0.0001266510715726,0.00017645849534951065,0.00016428003611894537,0.0002645111225684,0.00017235195828297004,0.0001794021283415563
2022-05-16,8.730817400688586e-05,0.0001545433518863347,0.00015026426607079053,0.0001266510715726,0.00015342749063801034,0.0001596333729322225
2022-05-17,7.048938280679091e-05,0.0001341514007851032,0.00012499211981570766,8.730817400688586e-05,0.0001282819905559109,0.00013436041126975069
2022-05-18,0.0004463795625932,0.00021077654663069029,0.00011596778819955915,7.048938280679091e-05,0.00015876159987355783,0.00013478113724087212
2022-05-19,0.0001134929408061,0.0001842191902218357,0.0002702168931991228,0.0004463795625932,0.0002410353521790075,0.0002431924680645244
2022-05-20,0.0004251993117702,0.00018542074375626417,0.00021724310943708526,0.0001134929408061,0.0002090902547367552,0.0002134673952185072
2022-05-23,0.0001229368126279,0.0001704732423332586,0.000174369367854828,0.0004251993117702,0.00017575166896442992,0.00018136020730655927
2022-05-24,0.0001526593602367,0.0001859777863414325,0.0001515491892106526,0.0001229368126279,0.00016910312153817404,0.00017646460045016678
2022-05-25,0.0001268381168511,0.0001686172942967866,0.00013345197187746434,0.0001526593602367,0.00014979921861510908,0.00015695154668604835
2022-05-26,0.0001820740394707,0.00015506598976431016,0.00011438630807989128,0.0001268381168511,0.00013171439093771358,0.00013893037806825723
2022-05-27,0.0001397638236101,0.000128815554329114,0.00010871992139942383,0.0001820740394707,0.00011583817140098279,0.00012197476430727434
2022-05-31,8.488717049771067e-05,0.0001355681865591196,0.00011055443346329458,0.0001397638236101,0.0001201684388920428,0.00012668411495495678
2022-06-01,0.0001825495812871,0.00012830958051147004,9.808109195153739e-05,8.488717049771067e-05,0.00010909809319284689,0.00011568331869071186
2022-06-02,0.0002254058958464,0.00011479455980903638,9.027973305750201e-05,0.0001825495812871,9.79338737308195e-05,0.00010427844936076266
2022-06-03,4.112372992353445e-05,0.00011584823517367867,8.880236355616068e-05,0.0002254058958464,9.753976702573868e-05,0.0001041968644331928
2022-06-06,7.478762321429262e-05,0.00011962384188453907,0.0001038473413383047,4.112372992353445e-05,0.0001085541062430412,0.00011472459173892439
2022-06-07,0.0001521517053464,0.00010525221561820431,8.94559668539411e-05,7.478762321429262e-05,9.295602056648879e-05,9.891289199735745e-05
2022-06-08,5.915911816048873e-05,0.00010447437661230275,8.090811215990756e-05,0.0001521517053464,8.736650364101926e-05,7.443711319006967e-05
2022-06-09,0.0002264513025465,0.00013397037460754574,8.299414633389472e-05,5.915911816048873e-05,0.00010261416227769319,9.117424308293482e-05
2022-06-10,0.0001282057465253,0.00015884874402586266,0.0001293607120489085,0.0002264513025465,0.00014280445272691418,0.00014987181086875345
2022-06-13,0.0002713738218438,0.0002662356860279114,0.0001929158923776052,0.0001282057465253,0.00023256852008431833,0.00024258016649513623
2022-06-14,0.0001354024216331,0.00024162768579591535,0.0003082759716133134,0.0002713738218438,0.0002914918842070323,0.00029525509853378087
2022-06-15,0.0003354066220701,0.00018834741860196503,0.0002466362710899434,0.0001354024216331,0.00022849529005118915,0.00023194209077921155
2022-06-16,0.0002077422409113,0.00024635035710161374,0.00020479757188938188,0.0003354066220701,0.00023043782092530015,0.0002388226047210285
2022-06-17,0.0001342216963945,0.00021387509013667076,0.00027176270198587215,0.0002077422409113,0.0002560070139138456,0.00025974292099765296
2022-06-21,0.0001063205575003,0.00019774887138658418,0.000217585376738911,0.0001342216963945,0.0002152249844008805,0.00022045234795973353
2022-06-22,0.0001804796096929,0.0001772791141008318,0.0001933009089654822,0.0001063205575003,0.0001906738937074161,0.00019572414555604856
2022-06-23,8.837611336934029e-05,0.0001788709032225038,0.00015777259888874587,0.0001804796096929,0.0001697387711933703,0.00017643605502127023
2022-06-24,0.0002036479138289,0.00015034867996835475,0.00013301468332972482,8.837611336934029e-05,0.00014108348678786579,0.0001471894337719573
2022-06-27,3.419777679102606e-05,0.0001461876533624813,0.00013876136533991245,0.0002036479138289,0.00014262133673505556,0.0001484190042795599
2022-06-28,0.0003781515465467,0.00016764816764019326,0.00011664449077621809,3.419777679102606e-05,0.00013932252842198783,0.00014697992471170756
2022-06-29,3.47618584368489e-05,0.00016474633548720237,0.00013949941054793429,0.0003781515465467,0.00015192218136402685,0.00015896515593954535
2022-06-30,0.0001629598778636,0.00017325961166806208,0.00011643815528388961,3.47618584368489e-05,0.00014191032411795294,0.00015017685481823943
2022-07-01,0.0001516043997408,0.00014234272152986664,0.00010642404717595423,0.0001629598778636,0.00012111115722835955,0.00012822991519290935
2022-07-05,0.0002043025936095,0.00015497085104990984,9.4503164040014e-05,0.0001516043997408,0.00011986303292436381,0.00010446011004653823
2022-07-06,9.262988128426236e-05,0.0001428120191458012,8.230051566227793e-05,0.0002043025936095,0.00010667221757705582,9.694055887770116e-05
2022-07-07,6.408021838787611e-05,0.000133223371247524,7.318822345866104e-05,9.262988128426236e-05,9.655894770302143e-05,9.073835410464334e-05
2022-07-08,5.748760564858218e-05,0.00011284701522641113,7.232498689483935e-05,6.408021838787611e-05,8.63491033100112e-05,7.91679082964972e-05
2022-07-11,2.7466430854292444e-05,0.00013434435005976763,6.522454888213316e-05,5.748760564858218e-05,9.225707626959888e-05,9.066229310856049e-05
2022-07-12,0.0001236178584926,0.00015083149994147397,7.27596064262823e-05,2.7466430854292444e-05,0.00010467451239435108,0.00010054249724818599
2022-07-13,0.0001240680480724,0.00014373346666624712,7.39305004304376e-05,0.0001236178584926,0.00010203059614170621,9.677924624742665e-05
2022-07-14,0.0001430157855172,0.00013749336982048216,6.839750066302322e-05,0.0001240680480724,9.57073462911316e-05,9.281990505245741e-05
2022-07-15,5.2742425387589314e-05,0.0001069843786522015,6.31468549655102e-05,0.0001430157855172,7.802035007189084e-05,7.535190561483199e-05
2022-07-18,0.000169998849884,0.00012158736851937996,6.883154171966642e-05,5.2742425387589314e-05,8.845752783656314e-05,8.41180024353855e-05
2022-07-19,0.0001482822390298,0.00011055907871435309,6.950285278537071e-05,0.000169998849884,8.364186628494182e-05,7.827226541323109e-05
2022-07-20,6.280992550989876e-05,0.00010220752419127221,8.503632957650341e-05,0.0001482822390298,8.916127008597883e-05,9.453798565584002e-05
2022-07-21,0.0001178751669921,9.209568052785166e-05,7.596680242002247e-05,6.280992550989876e-05,7.884006048477703e-05,6.884591250875356e-05
2022-07-22,0.0001235494043518,9.10732305790308e-05,7.091642788477542e-05,0.0001178751669921,7.52920545874633e-05,6.789245185901588e-05
2022-07-25,2.332455534723364e-05,9.533072440240991e-05,7.278237073493156e-05,0.0001235494043518,7.847135198549539e-05,7.059740996548455e-05
2022-07-26,4.209873217899471e-05,0.00011294627817416117,6.561906652192642e-05,2.332455534723364e-05,8.252867642752394e-05,7.954464421886992e-05
2022-07-27,0.0001754920208364,9.354094478371772e-05,7.313310650696618e-05,4.209873217899471e-05,7.788496541938747e-05,6.947919391290063e-05
2022-07-28,0.0001636998890747,8.206483125042721e-05,8.532724857451876e-05,0.0001754920208364,7.987061929644912e-05,8.413445607934864e-05
2022-07-29,7.928203388500303e-05,6.99869824192434e-05,7.955960604957972e-05,0.0001636998890747,7.062901531854231e-05,7.460283263127788e-05
2022-08-01,5.0860615184286946e-05,8.85021436266074e-05,7.66384933946389e-05,7.928203388500303e-05,7.767400249839239e-05,6.747015873173432e-05
2022-08-02,7.856409359716238e-05,0.00010260728828462302,6.939319907090991e-05,5.0860615184286946e-05,7.99851383027158e-05,7.432157604805531e-05
2022-08-03,7.508272348401414e-05,7.731131692223602e-05,6.7435075915784e-05,7.856409359716238e-05,6.677972146524317e-05,6.007100809489445e-05
2022-08-04,1.402692031001481e-05,7.113522559973185e-05,6.859260940958479e-05,7.508272348401414e-05,6.456465420171224e-05,5.6935103968475264e-05
2022-08-05,4.145328069968724e-05,6.762119516760614e-05,6.250081963531303e-05,1.402692031001481e-05,5.920177514537545e-05,5.41564611441919e-05
2022-08-08,6.934249047447737e-05,6.921705129788357e-05,5.806912823696859e-05,4.145328069968724e-05,5.728199507794711e-05,5.453768842194151e-05
2022-08-09,1.3473423275254042e-05,7.493973882457251e-05,5.46088122885353e-05,6.934249047447737e-05,5.7912018758013796e-05,5.7355892454721624e-05
2022-08-10,2.3382719975743636e-05,5.140348602836702e-05,5.3510946326352635e-05,1.3473423275254042e-05,4.608441580979904e-05,4.418470886163732e-05
2022-08-11,6.435961105766393e-05,5.646354014867399e-05,6.376483437326705e-05,2.3382719975743636e-05,5.4752835429239514e-05,4.820176275916034e-05
2022-08-12,7.354723083809734e-05,4.9047075257564476e-05,5.882916933886089e-05,6.435961105766393e-05,4.823922130728569e-05,4.361360012706766e-05
2022-08-15,3.968896498943512e-05,5.36612622957842e-05,6.356201387703003e-05,7.354723083809734e-05,5.333368323834932e-05,4.685815001197319e-05
2022-08-16,4.39991483785836e-05,5.0750960142638125e-05,5.9056750894493094e-05,3.968896498943512e-05,4.922756186268067e-05,4.4726593834054594e-05
2022-08-17,4.752064607295358e-05,5.3026767142886e-05,5.52673302711069e-05,4.39991483785836e-05,4.8022275443034716e-05,4.5528892073002336e-05
2022-08-18,1.8399450572292707e-05,4.925909504513909e-05,5.737108212092828e-05,4.752064607295358e-05,4.753547051453114e-05,4.376957675089261e-05
2022-08-19,4.5422682688538065e-05,6.08282931487764e-05,5.399356194441001e-05,1.8399450572292707e-05,5.099120217368599e-05,4.969385938036145e-05
2022-08-22,8.85512185376809e-05,0.0001003270508501179,6.75679652897269e-05,4.5422682688538065e-05,7.803826335153614e-05,7.3000468747297e-05
2022-08-23,2.6855641536336227e-05,0.00010443080343402145,0.00010687121278400798,8.85512185376809e-05,0.00010393677330332115,0.00010858361502626471
2022-08-24,2.8197116046961447e-05,8.747938146248297e-05,9.207917665093097e-05,2.6855641536336227e-05,8.689403294503213e-05,9.117550831181944e-05
2022-08-25,5.804207435617029e-05,7.448596315574841e-05,8.089530094222973e-05,2.8197116046961447e-05,7.392855205745666e-05,7.782188593184531e-05
2022-08-26,0.0004469311423196,0.00012427624163420875,7.742526425109446e-05,5.804207435617029e-05,9.547555141402401e-05,8.785547537207178e-05
2022-08-29,4.588559020666917e-05,0.00013395736656061463,0.00018305611437470916,0.0004469311423196,0.00016430739187003605,0.00016675132426198044
2022-08-30,0.0001430859600187,0.0001338542570067929,0.00015398914317730703,4.588559020666917e-05,0.00014659827413362732,0.00015006241277105197
2022-08-31,8.407469809578847e-05,0.00012892582383095823,0.00013951660022153378,0.0001430859600187,0.0001354664265461324,0.00013925837473441438
2022-09-01,0.0001031587976121,0.00012440500240950222,0.00012250989712079587,8.407469809578847e-05,0.00012300775327278801,0.0001271697808421045
2022-09-02,0.0002893435682028,0.0001230859589313187,0.00010388598115689524,0.0001031587976121,0.00011108779400863413,0.00011589094729465757
2022-09-06,7.328456756489023e-05,0.00014425475547888043,0.00010090198849986496,0.0002893435682028,0.00011938294237015881,0.00010289637623579066
2022-09-07,0.0001551537484594,0.0001115542170640061,8.882430940119686e-05,7.328456756489023e-05,9.646298998892052e-05,0.00010159481727697323
2022-09-08,9.837342856663516e-05,9.773016458491938e-05,8.74556260843489e-05,0.0001551537484594,8.904781643605422e-05,9.361890073829521e-05
2022-09-09,6.381752507701816e-05,8.709649915317342e-05,7.823451918259497e-05,9.837342856663516e-05,7.839916305197109e-05,6.812052139060915e-05
2022-09-12,2.7188203384416877e-05,0.00010109517532159584,7.646523601785678e-05,6.381752507701816e-05,8.40186825900146e-05,7.563889687100525e-05
2022-09-13,0.0003057046891436,0.0001494613093373756,7.170511630246621e-05,2.7188203384416877e-05,0.0001042089281293815,0.00010157698678665829
2022-09-14,5.761598239306856e-05,0.00013307074152916506,0.00025376566283925953,0.0003057046891436,0.00020667417178080066,0.00020637815019740704
2022-09-15,0.0001176372819667,0.0001345820232434825,0.00020378445606267117,5.761598239306856e-05,0.00017704134245550312,0.00017868197416412345
2022-09-16,4.661264213746858e-05,0.000134987561895358,0.00017802731423342255,0.0001176372819667,0.00016168137297731684,0.00016429484778816188
2022-09-19,9.245085950293288e-05,0.00012701659627800682,0.00015085572616408636,4.661264213746858e-05,0.00014147055099577102,0.00014468086889116069
2022-09-20,5.7114936538311165e-05,0.00014762003385640734,0.00012652850430451342,9.245085950293288e-05,0.00013673232965814654,0.0001418144205829493
2022-09-21,0.0003367567281617,0.00016026944698803797,0.00011902403315968781,5.7114936538311165e-05,0.00013830217084166222,0.00014420232051063793
2022-09-22,4.359617041941147e-05,0.0001505600426390015,0.00012993220386917388,0.0003367567281617,0.0001402211464475033,0.00014555921651852812
2022-09-23,0.0001683910537429,0.00019149235877142186,0.00011615719862245265,4.359617041941147e-05,0.00015164086156290859,0.00013097107606178812
2022-09-26,0.0001339087452811,0.0002320421362484255,0.00012442845544426503,0.0001683910537429,0.0001761647265840776,0.00015495503362224658
2022-09-27,0.0002377954639731,0.00023800660089637408,0.0001160795855564105,0.0001339087452811,0.00017398258486015864,0.00015713723834073342
2022-09-28,0.0002449851390505,0.0001955769619443043,0.00010123683511720861,0.0002377954639731,0.00014472723370953673,0.00013223537148256647
2022-09-29,0.0001590161039669,0.00022436086792119935,0.00010041838675952614,0.0002449851390505,0.00015822571410218029,0.00014857443621540056
2022-09-30,0.0002089305630448,0.00022036149080985521,0.0001252858063619714,0.0001590161039669,0.0001712477233199409,0.0001500288694637194
2022-10-03,0.0002360843938705,0.00019390998020869636,0.00012679593618777479,0.0002089305630448,0.00015952710399524652,0.00016656466903293787
2022-10-04,0.0001093703092498,0.00017672151469571152,0.00012876814444713066,0.0002360843938705,0.00015253265964388014,0.00015885262788350627
2022-10-05,0.0001806384835455,0.0001682490034538328,0.00013775191748678685,0.0001093703092498,0.00015383127713341954,0.00015934961806028666
2022-10-06,8.753896022750306e-05,0.00020076242386379522,0.00011837157817794821,0.0001806384835455,0.0001579228175893355,0.00013898318230938156
2022-10-07,0.0001987944852274,0.00021505574235579432,0.000111204225740531,8.753896022750306e-05,0.0001605152824141949,0.0001455289122241127
2022-10-10,0.0001129782258272,0.00023441284368154252,0.00016223805300057172,0.0001987944852274,0.00020056074719068212,0.0002083421436481028
2022-10-11,0.0001447553157,0.0002559058038181974,0.00014189951167551743,0.0001129782258272,0.00019871465914793766,0.00017332282091642994
2022-10-12,3.325065626630411e-05,0.0002545671244605378,0.00012474593119859683,0.0001447553157,0.00018770679137830067,0.00016978947554170996
2022-10-13,0.0010527914535342,0.00022444638711747585,0.00010849992591691336,3.325065626630411e-05,0.0001631912500199691,0.0001499678724167148
2022-10-14,0.0004751887330143,0.00022704018010742127,0.00011529769592210482,0.0010527914535342,0.0001696717406046464,0.00015692800570748936
2022-10-17,7.009317998669237e-05,0.00021559073389960357,0.00014712869932827729,0.0004751887330143,0.0001832905104408989,0.00018849397828886742
2022-10-18,0.0001512047125306,0.0002002908941667571,0.00014583852656949506,7.009317998669237e-05,0.00017494525071247677,0.00017940061733153842
2022-10-19,0.0001016418230963,0.00020456889282967195,0.0001284800458377804,0.0001512047125306,0.00016685355571454798,0.00014940163047434235
2022-10-20,0.0001671177790018,0.0001907470380113867,0.00011450954640468509,0.0001016418230963,0.00015196277771835486,0.000138521564287245
2022-10-21,0.0003211005048653,0.0001858492996617807,0.00010506198160920356,0.0001671177790018,0.00014398693523347934,0.00013401661143402137
2022-10-24,0.0001207428591494,0.0001886959607346009,0.00010891015205167954,0.0003211005048653,0.00014775818010193508,0.00013726087392089648
2022-10-25,9.880862151273312e-05,0.0001659632806858347,9.97745905563185e-05,0.0001207428591494,0.00013110207251608005,0.00012240072254344887
2022-10-26,9.353213889931716e-05,0.00014741959880458847,9.603649248754594e-05,9.880862151273312e-05,0.00011975329239994634,0.00011076765939623494
2022-10-27,7.747496738069974e-05,0.00014905744729799898,8.936194105561471e-05,9.353213889931716e-05,0.0001166135069352199,0.00011024772843472053
2022-10-28,0.0002289135364484,0.00012467108336504122,8.260878108651003e-05,7.747496738069974e-05,0.00010053848491257348,9.503779967725297e-05
2022-10-31,2.237821036649397e-05,0.00012659303181305806,9.378563278938492e-05,0.0002289135364484,0.00010812293516581929,9.882594574671687e-05
2022-11-01,0.0001108809797281,0.0001254757074080538,8.766079197975022e-05,2.237821036649397e-05,0.00010395521227548604,9.665235477215741e-05
2022-11-02,0.0004540799745435,0.0001261656057736292,7.955571771340292e-05,0.0001108809797281,9.952410349728998e-05,9.542861302089763e-05
2022-11-03,7.150751717491863e-05,0.00011841424315202916,0.0001283475841180693,0.0004540799745435,0.0001244729127464611,0.0001264601992924293
2022-11-04,0.0001961136197174,0.00010789548778983543,0.00011962408270817373,7.150751717491863e-05,0.00011413144986569772,0.00011594256113258646
2022-11-07,6.092780684091123e-05,0.00010513457534965164,0.00010907885700811602,0.0001961136197174,0.00010660792946951212,0.00010866032288339672
2022-11-08,0.0001319591931761,0.00012153390653891643,9.775985951966299e-05,6.092780684091123e-05,0.00010816407765197678,0.00011090175294367636
2022-11-09,0.0001380731059789,0.00012945845888268735,8.704792221040928e-05,0.0001319591931761,0.00010580494324817121,9.966952761978361e-05
2022-11-10,0.0002287438989975,9.386835701369178e-05,0.00011636625778711787,0.0001380731059789,0.00010543397065405668,0.00010694819278476136
2022-11-11,7.335186035734062e-05,8.100470874597087e-05,0.00019657962547770034,0.0002287438989975,0.00014626790372928544,0.000145693100532587
2022-11-14,6.284233878683049e-05,9.668367813762187e-05,0.00016544319423415207,7.335186035734062e-05,0.00013564683357715582,0.00013622005472558435
2022-11-15,0.0001296657863169,0.0001076366445819618,0.00014553566464183026,6.284233878683049e-05,0.00012934393838120477,0.0001306434817840377
2022-11-16,1.892754117816802e-05,0.00010181861115253408,0.00012556769902813864,0.0001296657863169,0.00011471422720154188,0.00011619861192192643
2022-11-17,5.3323515034117626e-05,9.932258778327485e-05,0.00011349238279034043,1.892754117816802e-05,0.00010637995910903195,0.00010796031746493927
2022-11-18,4.439267249255541e-05,8.847738374089774e-05,9.896001419646603e-05,5.3323515034117626e-05,9.252369614129964e-05,9.407087014225594e-05
2022-11-21,1.9010186561236334e-05,7.875728666953699e-05,8.756614055240878e-05,4.439267249255541e-05,8.100577569866822e-05,8.246507545567017e-05
2022-11-22,5.463241971055947e-05,6.562427433249579e-05,7.92705248048785e-05,1.9010186561236334e-05,6.961005123809574e-05,7.083114688697941e-05
2022-11-23,2.75801746899421e-05,5.4642532414937485e-05,7.474675123793794e-05,5.463241971055947e-05,6.150358927546792e-05,6.249590784484776e-05
2022-11-25,3.909809902100422e-06,5.598614595182357e-05,6.874479456565045e-05,2.75801746899421e-05,5.882495559147053e-05,5.501958229792031e-05
2022-11-28,7.254090625876453e-05,7.614497572975953e-05,6.303468945260245e-05,3.909809902100422e-06,6.562751576965593e-05,6.506377780489773e-05
2022-11-29,3.524875064700061e-05,7.190529429790324e-05,8.223004038915661e-05,7.254090625876453e-05,7.4927345408886e-05,7.628048212397161e-05
2022-11-30,0.000449526264263,5.614670756279431e-05,7.359375445554353e-05,3.524875064700061e-05,6.209527382064469e-05,6.315213435996292e-05
2022-12-01,5.350327959580547e-05,4.811760846873306e-05,9.644527870439365e-05,0.000449526264263,7.155905092280942e-05,7.232078444715293e-05
2022-12-02,6.365436455828777e-05,3.963508010729801e-05,8.438025178257873e-05,5.350327959580547e-05,6.02545816166941e-05,6.101968101408185e-05
2022-12-05,0.0001031620674424,5.849490460528525e-05,7.522954139397886e-05,6.365436455828777e-05,6.425087311028896e-05,6.582085051929212e-05
2022-12-06,0.0001589202866132,7.557815023785093e-05,9.976420299579503e-05,0.0001031620674424,8.71626929181469e-05,8.871769967902606e-05
2022-12-07,2.8281703565513703e-05,8.189853499831772e-05,0.00010734694714271614,0.0001589202866132,9.483990435381448e-05,9.650792058076992e-05
2022-12-08,3.392972065555708e-05,7.694328745882832e-05,9.295240970378559e-05,2.8281703565513703e-05,8.391987420359473e-05,8.569796893353513e-05
2022-12-09,4.4599910979407934e-05,8.332408136561827e-05,8.337639837363513e-05,3.392972065555708e-05,8.166520762150523e-05,8.385262107493423e-05
2022-12-12,7.051059491895863e-05,0.00011221013551133265,7.956707178671098e-05,4.4599910979407934e-05,9.384493827693483e-05,8.931160956038208e-05
